"area_id","item_id","main_type","mid_type","sub_type","price_text","price",
"10","m90086847050","レディース","アクセサリー","ブレスレット","¥ 350","350",
"11","m79496208088","家電・スマホ・カメラ","スマホアクセサリー","Android用ケース","¥ 2,800","2800",
"11","m17376244273","レディース","ジャケット/アウター","ジャンパー/ブルゾン","¥ 3,600","3600",
"11","m67328605932","その他","アンティーク/コレクション","雑貨","¥ 1,200","1200",
"11","m98880740532","レディース","スカート","ひざ丈スカート","¥ 555","555",
"11","m61397886147","エンタメ・ホビー","テレビゲーム","携帯用ゲーム本体","¥ 599","599",
"11","m50272192395","その他","その他","","¥ 8,800","8800",
"11","m25089627884","メンズ","帽子","ハット","¥ 600","600",
"11","m79154880846","エンタメ・ホビー","本","参考書","¥ 555","555",
"11","m31037619415","チケット","音楽","男性アイドル","¥ 666","666",
"11","m55286398596","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,500","1500",
"11","m82811525565","レディース","パンツ","サロペット/オーバーオール","¥ 2,200","2200",
"11","m21939131179","エンタメ・ホビー","漫画","少年","¥ 850","850",
"11","m12390824195","エンタメ・ホビー","DVD/ブルーレイ","ミュージック","¥ 2,200","2200",
"11","m53623199010","レディース","スカート","キュロット","¥ 700","700",
"11","m63496780016","インテリア・住まい・小物","インテリア小物","植物/観葉植物","¥ 777","777",
"11","m75423241365","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,999","1999",
"11","m35903833669","コスメ・香水・美容","ヘアケア","トリートメント","¥ 2,500","2500",
"11","m94505086704","エンタメ・ホビー","フィギュア","コミック/アニメ","¥ 1,666","1666",
"11","m20997568749","エンタメ・ホビー","本","住まい/暮らし/子育て","¥ 666","666",
"11","m58599066141","エンタメ・ホビー","DVD/ブルーレイ","アニメ","¥ 3,800","3800",
"11","m73429886833","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 3,333","3333",
"11","m39225532258","エンタメ・ホビー","トレーディングカード","ドラゴンボール","¥ 530","530",
"11","m86614579669","ベビー・キッズ","キッズ服(女の子用) 100cm~","トップス(その他)","¥ 3,580","3580",
"11","m94718746349","レディース","靴","ハイヒール/パンプス","¥ 2,600","2600",
"11","m27441354385","エンタメ・ホビー","コミック/アニメグッズ","バッジ","¥ 480","480",
"11","m76190402059","ハンドメイド","その他","","¥ 1,500","1500",
"11","m30172131912","エンタメ・ホビー","コミック/アニメグッズ","その他","¥ 7,777","7777",
"11","m72074964573","エンタメ・ホビー","DVD/ブルーレイ","ミュージック","¥ 2,000","2000",
"11","m39459113785","エンタメ・ホビー","トレーディングカード","マジック：ザ・ギャザリング","¥ 5,000","5000",
"11","m12180699008","エンタメ・ホビー","タレントグッズ","アイドル","¥ 1,500","1500",
"11","m54435779564","レディース","ジャケット/アウター","トレンチコート","¥ 5,000","5000",
"11","m61803518123","レディース","バッグ","ハンドバッグ","¥ 30,000","30000",
"11","m82423898165","コスメ・香水・美容","ベースメーク/化粧品","アイシャドウ","¥ 4,500","4500",
"11","m74189101188","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 2,000","2000",
"11","m46646358795","コスメ・香水・美容","ベースメーク/化粧品","リップグロス","¥ 1,700","1700",
"11","m84202625810","インテリア・住まい・小物","インテリア小物","ウェルカムボード","¥ 500","500",
"11","m18676928439","エンタメ・ホビー","おもちゃ/ぬいぐるみ","ぬいぐるみ","¥ 1,980","1980",
"11","m93297253653","レディース","小物","折り財布","¥ 13,900","13900",
"11","m81840183071","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 16,333","16333",
"11","m81876153450","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 888","888",
"11","m61864796282","エンタメ・ホビー","本","ビジネス/経済","¥ 600","600",
"11","m79304516779","レディース","ジャケット/アウター","ダウンジャケット","¥ 3,000","3000",
"11","m86888116189","レディース","ワンピース","ひざ丈ワンピース","¥ 3,000","3000",
"11","m23905555832","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 2,000","2000",
"11","m65059044416","スポーツ・レジャー","その他スポーツ","ダンス/バレエ","¥ 2,090","2090",
"11","m78675363133","レディース","アクセサリー","リング","¥ 880","880",
"11","m50280863427","メンズ","時計","腕時計(アナログ)","¥ 15,000","15000",
"11","m51681391675","エンタメ・ホビー","タレントグッズ","アイドル","¥ 1,500","1500",
"11","m52466652648","メンズ","小物","タバコグッズ","¥ 3,000","3000",
"11","m46166175566","ハンドメイド","素材/材料","各種パーツ","¥ 1,500","1500",
"11","m99087661458","メンズ","トップス","ニット/セーター","¥ 5,800","5800",
"11","m39317956563","レディース","ジャケット/アウター","モッズコート","¥ 3,500","3500",
"11","m48215345220","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,200","1200",
"11","m78531371867","エンタメ・ホビー","タレントグッズ","ミュージシャン","¥ 6,500","6500",
"11","m87914108311","メンズ","帽子","ハット","¥ 2,500","2500",
"11","m15929040988","レディース","スカート","ロングスカート","¥ 1,599","1599",
"11","m74108086295","家電・スマホ・カメラ","スマホアクセサリー","iPhone用ケース","¥ 1,555","1555",
"11","m57749248995","その他","ペット用品","犬","¥ 300","300",
"11","m32914859541","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 460","460",
"11","m18991355405","チケット","施設利用券","遊園地/テーマパーク","¥ 7,970","7970",
"11","m36932918145","ベビー・キッズ","ベビー服(男女兼用)  ~95cm","下着/肌着","¥ 300","300",
"11","m18431819597","メンズ","トップス","ポロシャツ","¥ 900","900",
"11","m45526890425","自動車・オートバイ","自動車","国内自動車用パーツ","¥ 2,500","2500",
"11","m18810789221","メンズ","トップス","シャツ","¥ 2,000","2000",
"11","m97557823273","エンタメ・ホビー","タレントグッズ","アイドル","¥ 2,999","2999",
"11","m67067773745","メンズ","帽子","キャップ","¥ 2,222","2222",
"11","m92306272387","エンタメ・ホビー","本","ビジネス/経済","¥ 1,500","1500",
"11","m45755856875","レディース","ワンピース","ひざ丈ワンピース","¥ 2,900","2900",
"11","m56460614784","ベビー・キッズ","おむつ/トイレ/バス","おむつ用品","¥ 2,950","2950",
"11","m51178537646","エンタメ・ホビー","タレントグッズ","ミュージシャン","¥ 333","333",
"11","m42810411816","コスメ・香水・美容","ベースメーク/化粧品","リップグロス","¥ 1,200","1200",
"11","m69320665303","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 888","888",
"11","m70920465999","レディース","トップス","カーディガン/ボレロ","¥ 1,111","1111",
"11","m87897799914","ベビー・キッズ","おもちゃ","知育玩具","¥ 555","555",
"11","m38655162690","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,999","1999",
"11","m88058783353","レディース","パンツ","デニム/ジーンズ","¥ 1,800","1800",
"11","m96577798990","レディース","浴衣/水着","着物","¥ 300","300",
"11","m97980290094","エンタメ・ホビー","トレーディングカード","遊戯王","¥ 300","300",
"11","m79020981043","ベビー・キッズ","ベビー服(女の子用)  ~95cm","ワンピース","¥ 650","650",
"11","m64298393917","レディース","ジャケット/アウター","トレンチコート","¥ 6,600","6600",
"11","m68365893181","ベビー・キッズ","子ども用ファッション小物","帽子","¥ 999","999",
"11","m36195303290","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 300","300",
"11","m94983845645","レディース","時計","腕時計(アナログ)","¥ 2,500","2500",
"11","m68070145800","メンズ","パンツ","ワークパンツ/カーゴパンツ","¥ 999","999",
"11","m68403562318","レディース","小物","ストール/スヌード","¥ 3,800","3800",
"11","m99694131954","エンタメ・ホビー","タレントグッズ","ミュージシャン","¥ 1,600","1600",
"11","m20208507374","ベビー・キッズ","ベビー服(女の子用)  ~95cm","ベビードレス","¥ 1,980","1980",
"11","m44265647376","エンタメ・ホビー","コミック/アニメグッズ","バッジ","¥ 799","799",
"11","m73951512852","家電・スマホ・カメラ","美容/健康","美容機器","¥ 3,500","3500",
"11","m84612426958","レディース","小物","ベルト","¥ 399","399",
"11","m74341518664","レディース","トップス","ニット/セーター","¥ 1,200","1200",
"11","m70599601410","エンタメ・ホビー","コミック/アニメグッズ","キーホルダー","¥ 750","750",
"11","m85272764864","エンタメ・ホビー","タレントグッズ","ミュージシャン","¥ 555","555",
"11","m12249353397","レディース","トップス","カーディガン/ボレロ","¥ 666","666",
"12","m39449392387","エンタメ・ホビー","タレントグッズ","アイドル","¥ 1,234,567","1234567",
"12","m94403548226","その他","アンティーク/コレクション","雑貨","¥ 400","400",
"12","m98792827999","家電・スマホ・カメラ","スマホアクセサリー","iPhone用ケース","¥ 2,500","2500",
"12","m24911890338","レディース","バッグ","ショルダーバッグ","¥ 11,000","11000",
"12","m92645825473","コスメ・香水・美容","スキンケア/基礎化粧品","フェイスクリーム","¥ 45,000","45000",
"12","m59387050582","スポーツ・レジャー","ゴルフ","ウエア(女性用)","¥ 6,500","6500",
"12","m70448262887","メンズ","ジャケット/アウター","ピーコート","¥ 6,000","6000",
"12","m10285924068","ベビー・キッズ","おもちゃ","知育玩具","¥ 1,500","1500",
"12","m66245255309","レディース","スカート","ひざ丈スカート","¥ 1,300","1300",
"12","m44455561839","レディース","トップス","カーディガン/ボレロ","¥ 1,999","1999",
"12","m76849864723","スポーツ・レジャー","ゴルフ","アクセサリー","¥ 900","900",
"12","m86087197395","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,500","1500",
"12","m30501629353","エンタメ・ホビー","おもちゃ/ぬいぐるみ","ミニカー","¥ 1,333","1333",
"12","m14844964401","メンズ","アクセサリー","ネックレス","¥ 580","580",
"12","m45043574025","インテリア・住まい・小物","キッチン/食器","食器","¥ 1,333","1333",
"12","m67340082924","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 3,333","3333",
"12","m34880614451","ベビー・キッズ","ベビー服(女の子用)  ~95cm","トップス","¥ 600","600",
"12","m64633561377","家電・スマホ・カメラ","生活家電","掃除機","¥ 3,480","3480",
"12","m59908095822","家電・スマホ・カメラ","スマホアクセサリー","イヤホンジャック","¥ 920","920",
"12","m46022619258","エンタメ・ホビー","コレクション","印刷物","¥ 888","888",
"12","m57170112916","エンタメ・ホビー","タレントグッズ","ミュージシャン","¥ 1,555","1555",
"12","m11601977670","スポーツ・レジャー","ゴルフ","バッグ","¥ 22,222","22222",
"12","m17434419974","メンズ","バッグ","リュック/バックパック","¥ 3,333","3333",
"12","m44428200953","ベビー・キッズ","子ども用ファッション小物","手袋","¥ 1,600","1600",
"12","m13593728269","スポーツ・レジャー","その他スポーツ","サッカー/フットサル","¥ 4,800","4800",
"12","m83691390406","エンタメ・ホビー","雑誌","ファッション","¥ 500","500",
"12","m24996669285","エンタメ・ホビー","本","ビジネス/経済","¥ 850","850",
"12","m31405037396","家電・スマホ・カメラ","オーディオ機器","イヤフォン","¥ 500","500",
"12","m16707351994","メンズ","靴","スニーカー","¥ 7,800","7800",
"12","m82268918473","レディース","トップス","シャツ/ブラウス(七分/長袖)","¥ 1,000","1000",
"12","m42323498277","レディース","ジャケット/アウター","Gジャン/デニムジャケット","¥ 2,300","2300",
"12","m95001309308","エンタメ・ホビー","タレントグッズ","アイドル","¥ 2,333","2333",
"12","m89662815856","レディース","ワンピース","ひざ丈ワンピース","¥ 6,000","6000",
"12","m77659777296","自動車・オートバイ","自動車","カタログ/マニュアル","¥ 3,480","3480",
"12","m93613078955","エンタメ・ホビー","テレビゲーム","家庭用ゲームソフト","¥ 7,777","7777",
"12","m35988245547","レディース","小物","長財布","¥ 31,000","31000",
"12","m32070934921","コスメ・香水・美容","ベースメーク/化粧品","アイシャドウ","¥ 3,888","3888",
"12","m26405614753","コスメ・香水・美容","香水","香水(男性用)","¥ 1,200","1200",
"12","m54564851522","レディース","バッグ","ショルダーバッグ","¥ 3,800","3800",
"12","m98505140498","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 2,000","2000",
"12","m93892957153","エンタメ・ホビー","CD","邦楽","¥ 700","700",
"12","m70829323187","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 900","900",
"12","m61545509965","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 700","700",
"12","m22124053482","レディース","スカート","ミニスカート","¥ 777","777",
"12","m92741887536","エンタメ・ホビー","CD","K-POP/アジア","¥ 666","666",
"12","m50804688392","エンタメ・ホビー","CD","邦楽","¥ 750","750",
"12","m42492863857","ベビー・キッズ","キッズ服(女の子用) 100cm~","トップス(トレーナー)","¥ 3,000","3000",
"12","m41018493543","家電・スマホ・カメラ","スマホアクセサリー","iPhone用ケース","¥ 1,280","1280",
"12","m28347950572","レディース","トップス","シャツ/ブラウス(七分/長袖)","¥ 666","666",
"12","m28036452620","コスメ・香水・美容","ヘアケア","トリートメント","¥ 3,000","3000",
"12","m20266805763","コスメ・香水・美容","スキンケア/基礎化粧品","美容液","¥ 2,300","2300",
"12","m44861263595","エンタメ・ホビー","タレントグッズ","アイドル","¥ 4,444","4444",
"12","m13577768132","ベビー・キッズ","キッズ服(女の子用) 100cm~","フォーマル/ドレス","¥ 7,000","7000",
"12","m88993537883","レディース","靴","ハイヒール/パンプス","¥ 2,200","2200",
"12","m18424882690","レディース","バッグ","リュック/バックパック","¥ 12,000","12000",
"12","m51718585693","エンタメ・ホビー","漫画","少年","¥ 9,999","9999",
"12","m10626188818","コスメ・香水・美容","スキンケア/基礎化粧品","美容液","¥ 4,300","4300",
"12","m77545457731","エンタメ・ホビー","タレントグッズ","アイドル","¥ 666","666",
"12","m77281451825","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 900","900",
"12","m71720376349","レディース","時計","腕時計(アナログ)","¥ 2,200","2200",
"12","m41416235020","エンタメ・ホビー","タレントグッズ","アイドル","¥ 999","999",
"12","m37715066247","インテリア・住まい・小物","インテリア小物","小物入れ","¥ 2,640","2640",
"12","m96023000913","エンタメ・ホビー","コミック/アニメグッズ","バッジ","¥ 4,000","4000",
"12","m22545154915","スポーツ・レジャー","ゴルフ","クラブ","¥ 6,000","6000",
"12","m40613254671","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,555","1555",
"12","m99176045772","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 400","400",
"12","m21743119375","レディース","ジャケット/アウター","その他","¥ 2,500","2500",
"12","m35214846227","エンタメ・ホビー","タレントグッズ","アイドル","¥ 1,234,567","1234567",
"12","m57427980142","ハンドメイド","素材/材料","各種パーツ","¥ 500","500",
"12","m64614291163","メンズ","ジャケット/アウター","ダウンジャケット","¥ 18,000","18000",
"12","m61814129779","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 600","600",
"12","m31305089359","エンタメ・ホビー","トレーディングカード","遊戯王","¥ 3,700","3700",
"12","m99864222199","エンタメ・ホビー","雑誌","ニュース/総合","¥ 450","450",
"12","m19713389170","レディース","ジャケット/アウター","チェスターコート","¥ 34,300","34300",
"12","m18222009043","メンズ","トップス","Tシャツ/カットソー(七分/長袖)","¥ 1,980","1980",
"12","m19045273741","エンタメ・ホビー","タレントグッズ","アイドル","¥ 5,000","5000",
"12","m15951388794","レディース","パンツ","デニム/ジーンズ","¥ 3,500","3500",
"12","m12197727314","エンタメ・ホビー","タレントグッズ","アイドル","¥ 1,234,567","1234567",
"12","m48202316624","レディース","バッグ","トートバッグ","¥ 18,000","18000",
"12","m78649021927","ベビー・キッズ","おもちゃ","絵本","¥ 1,499","1499",
"12","m13203697364","エンタメ・ホビー","その他","その他","¥ 1,100","1100",
"12","m91735413943","レディース","ジャケット/アウター","ロングコート","¥ 10,000","10000",
"12","m54141444783","ベビー・キッズ","ベビー服(女の子用)  ~95cm","ワンピース","¥ 1,500","1500",
"12","m34389213021","レディース","アクセサリー","ネックレス","¥ 16,000","16000",
"12","m80999373583","レディース","ジャケット/アウター","毛皮/ファーコート","¥ 8,999","8999",
"12","m53725297654","メンズ","水着","一般水着","¥ 990","990",
"12","m81507790113","エンタメ・ホビー","トレーディングカード","デュエルマスターズ","¥ 777","777",
"12","m76657551257","ベビー・キッズ","ベビー服(男の子用)  ~95cm","パンツ","¥ 2,800","2800",
"12","m23133536892","ハンドメイド","素材/材料","各種パーツ","¥ 897","897",
"12","m64438590985","インテリア・住まい・小物","インテリア小物","その他","¥ 440","440",
"12","m95893200975","ハンドメイド","素材/材料","各種パーツ","¥ 2,153","2153",
"12","m20997193762","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 2,083","2083",
"12","m69872619244","レディース","トップス","Tシャツ/カットソー(半袖/袖なし)","¥ 2,300","2300",
"12","m52700280476","レディース","ジャケット/アウター","ダウンジャケット","¥ 4,100","4100",
"13","m98096040912","メンズ","スーツ","セットアップ","¥ 7,800","7800",
"13","m87782024569","エンタメ・ホビー","タレントグッズ","アイドル","¥ 1,200","1200",
"13","m78827069894","チケット","音楽","女性アイドル","¥ 1,333","1333",
"13","m34280392532","メンズ","トップス","シャツ","¥ 4,100","4100",
"13","m63883127720","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,050","1050",
"13","m711875983","レディース","スーツ/フォーマル/ドレス","スカートスーツ上下","¥ 8,000","8000",
"13","m17026968819","レディース","バッグ","ショルダーバッグ","¥ 1,400","1400",
"13","m10538216877","メンズ","トップス","シャツ","¥ 1,800","1800",
"13","m93048695053","チケット","施設利用券","遊園地/テーマパーク","¥ 333","333",
"13","m226791383","エンタメ・ホビー","DVD/ブルーレイ","ミュージック","¥ 400","400",
"13","m14676551005","スポーツ・レジャー","ゴルフ","アクセサリー","¥ 800","800",
"13","m68231322268","レディース","小物","ストール/スヌード","¥ 1,200","1200",
"13","m42435202356","レディース","スーツ/フォーマル/ドレス","スカートスーツ上下","¥ 10,000","10000",
"13","m14539146144","レディース","トップス","シャツ/ブラウス(七分/長袖)","¥ 1,980","1980",
"13","m29348195983","レディース","アクセサリー","ブローチ/コサージュ","¥ 3,333","3333",
"13","m64600381308","メンズ","小物","ネクタイ","¥ 600","600",
"13","m71000941718","エンタメ・ホビー","コレクション","切手/官製はがき","¥ 600","600",
"13","m99029946832","メンズ","小物","長財布","¥ 31,100","31100",
"13","m53168404471","その他","その他","","¥ 1,000","1000",
"13","m86452075195","エンタメ・ホビー","CD","K-POP/アジア","¥ 900","900",
"13","m60415440260","メンズ","靴","スニーカー","¥ 32,777","32777",
"13","m52720465274","ベビー・キッズ","外出/移動用品","ベビーカー","¥ 1,000","1000",
"13","m32466845597","レディース","靴","ブーツ","¥ 6,400","6400",
"13","m32092975548","メンズ","パンツ","ショートパンツ","¥ 1,111","1111",
"13","m32907541377","レディース","アクセサリー","ピアス(両耳用)","¥ 1,000","1000",
"13","m65763902329","チケット","施設利用券","遊園地/テーマパーク","¥ 90,000","90000",
"13","m40477539983","その他","事務/店舗用品","ラッピング/包装","¥ 340","340",
"13","m86297173989","コスメ・香水・美容","ネイルケア","ネイルカラー","¥ 1,999","1999",
"13","m18756860328","インテリア・住まい・小物","収納家具","棚/ラック","¥ 1,428","1428",
"13","m80507355175","エンタメ・ホビー","トレーディングカード","遊戯王","¥ 1,111","1111",
"13","m10429157412","コスメ・香水・美容","スキンケア/基礎化粧品","トライアルセット/サンプル","¥ 6,500","6500",
"13","m75126424069","エンタメ・ホビー","タレントグッズ","アイドル","¥ 3,000","3000",
"13","m64939771344","レディース","小物","バンダナ/スカーフ","¥ 19,800","19800",
"13","m30753235421","レディース","靴","ハイヒール/パンプス","¥ 3,000","3000",
"13","m42786537493","エンタメ・ホビー","タレントグッズ","アイドル","¥ 1,999","1999",
"13","m28716894030","メンズ","靴","ブーツ","¥ 4,000","4000",
"13","m64282829094","コスメ・香水・美容","ベースメーク/化粧品","メイク道具/化粧小物","¥ 700","700",
"13","m18081542672","スポーツ・レジャー","その他スポーツ","サッカー/フットサル","¥ 8,000","8000",
"13","m26602441400","ベビー・キッズ","おもちゃ","絵本","¥ 570","570",
"13","m93243789005","レディース","ワンピース","ひざ丈ワンピース","¥ 1,000","1000",
"13","m91132291241","レディース","アクセサリー","ピアス(両耳用)","¥ 13,000","13000",
"13","m14271899076","メンズ","小物","折り財布","¥ 4,980","4980",
"13","m13164085076","コスメ・香水・美容","スキンケア/基礎化粧品","トライアルセット/サンプル","¥ 1,000","1000",
"13","m20077092899","ベビー・キッズ","キッズ服(女の子用) 100cm~","フォーマル/ドレス","¥ 1,200","1200",
"13","m39203247796","メンズ","靴","スニーカー","¥ 23,000","23000",
"13","m75784047119","レディース","バッグ","ポーチ/バニティ","¥ 1,280","1280",
"13","m76678782389","レディース","その他","コスプレ","¥ 1,800","1800",
"13","m51223347297","コスメ・香水・美容","ベースメーク/化粧品","アイシャドウ","¥ 3,800","3800",
"13","m22288312128","メンズ","トップス","シャツ","¥ 4,600","4600",
"13","m23236113450","メンズ","パンツ","デニム/ジーンズ","¥ 13,800","13800",
"13","m64513868425","ベビー・キッズ","キッズ服(男の子用) 100cm~","パジャマ","¥ 666","666",
"13","m64079813563","エンタメ・ホビー","フィギュア","コミック/アニメ","¥ 13,000","13000",
"13","m38006962285","ベビー・キッズ","キッズ靴","その他","¥ 3,300","3300",
"13","m27074436953","レディース","バッグ","ショップ袋","¥ 1,000","1000",
"13","m96066629221","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 1,650","1650",
"13","m75359726970","インテリア・住まい・小物","寝具","枕","¥ 1,333","1333",
"13","m58314917382","エンタメ・ホビー","その他","鉄道","¥ 2,000","2000",
"13","m88594988837","エンタメ・ホビー","コミック/アニメグッズ","バッジ","¥ 1,222","1222",
"13","m61015785437","レディース","小物","ベルト","¥ 23,800","23800",
"13","m54407157247","その他","食料品","調味料","¥ 2,000","2000",
"13","m15184882974","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 9,800","9800",
"13","m68365099228","家電・スマホ・カメラ","PC/タブレット","PC周辺機器","¥ 990","990",
"13","m58199751406","エンタメ・ホビー","本","ビジネス/経済","¥ 880","880",
"13","m79937191298","レディース","バッグ","ショルダーバッグ","¥ 5,000","5000",
"13","m80683583375","ベビー・キッズ","ベビー服(男女兼用)  ~95cm","おくるみ","¥ 850","850",
"13","m97584939380","エンタメ・ホビー","コミック/アニメグッズ","カード","¥ 380","380",
"13","m76742745824","ベビー・キッズ","キッズ服(女の子用) 100cm~","ワンピース","¥ 4,500","4500",
"13","m70614166366","レディース","トップス","ニット/セーター","¥ 1,900","1900",
"13","m48241126623","ハンドメイド","アクセサリー(女性用)","ピアス","¥ 1,080","1080",
"13","m43425671932","レディース","靴","ハイヒール/パンプス","¥ 45,800","45800",
"13","m18587193084","メンズ","アクセサリー","ピアス(片耳用)","¥ 3,000","3000",
"13","m51691775130","レディース","時計","腕時計(アナログ)","¥ 3,900","3900",
"13","m86578285710","レディース","バッグ","ハンドバッグ","¥ 9,500","9500",
"13","m68807707299","家電・スマホ・カメラ","スマホアクセサリー","iPhone用ケース","¥ 1,200","1200",
"13","m36757098763","自動車・オートバイ","自動車","国内自動車用パーツ","¥ 1,344","1344",
"13","m98314158896","コスメ・香水・美容","ベースメーク/化粧品","コンシーラー","¥ 2,332","2332",
"13","m78028631341","レディース","ジャケット/アウター","スプリングコート","¥ 4,500","4500",
"13","m65803404751","エンタメ・ホビー","本","ビジネス/経済","¥ 1,299","1299",
"13","m27504569499","ベビー・キッズ","授乳/食事","ミルク","¥ 2,490","2490",
"13","m28439210325","エンタメ・ホビー","タレントグッズ","アイドル","¥ 600","600",
"13","m24208452989","コスメ・香水・美容","香水","ユニセックス","¥ 12,000","12000",
"13","m37080241358","メンズ","トップス","シャツ","¥ 3,000","3000",
"13","m89663444942","メンズ","小物","ネクタイ","¥ 2,500","2500",
"13","m66668199267","エンタメ・ホビー","CD","邦楽","¥ 9,000","9000",
"13","m40063642144","インテリア・住まい・小物","椅子/チェア","座椅子","¥ 7,240","7240",
"13","m81281749412","レディース","ジャケット/アウター","ピーコート","¥ 1,111","1111",
"13","m286503630","メンズ","バッグ","トートバッグ","¥ 2,500","2500",
"13","m93994292612","家電・スマホ・カメラ","生活家電","コーヒーメーカー","¥ 3,000","3000",
"13","m56414984302","レディース","ワンピース","ロングワンピース","¥ 690","690",
"13","m10402493933","レディース","小物","マフラー/ショール","¥ 9,000","9000",
"13","m38995081440","メンズ","パンツ","デニム/ジーンズ","¥ 3,100","3100",
"13","m41863648224","エンタメ・ホビー","フィギュア","SF/ファンタジー/ホラー","¥ 2,980","2980",
"13","m95461347323","ベビー・キッズ","キッズ靴","長靴","¥ 1,666","1666",
"13","m510707220","レディース","スカート","ひざ丈スカート","¥ 1,000","1000",
"13","m63188203811","エンタメ・ホビー","フィギュア","コミック/アニメ","¥ 1,300","1300",
"13","m92007852026","エンタメ・ホビー","タレントグッズ","ミュージシャン","¥ 444","444",
"14","m36708264282","インテリア・住まい・小物","キッチン/食器","容器","¥ 7,999","7999",
"14","m42269119241","ベビー・キッズ","キッズ服(女の子用) 100cm~","パンツ","¥ 3,000","3000",
"14","m22561788575","エンタメ・ホビー","本","文学/小説","¥ 1,111","1111",
"14","m72321911566","コスメ・香水・美容","ベースメーク/化粧品","フェイスパウダー","¥ 3,000","3000",
"14","m98026586588","エンタメ・ホビー","フィギュア","特撮","¥ 623","623",
"14","m37601922680","メンズ","ジャケット/アウター","テーラードジャケット","¥ 6,580","6580",
"14","m33616635924","家電・スマホ・カメラ","カメラ","レンズ(ズーム)","¥ 6,500","6500",
"14","m39668723782","自動車・オートバイ","自動車","車内アクセサリー","¥ 300","300",
"14","m59650058172","スポーツ・レジャー","トレーニング/エクササイズ","トレーニング用品","¥ 660","660",
"14","m46077270640","エンタメ・ホビー","漫画","少女","¥ 450","450",
"14","m24469311988","レディース","靴","ブーツ","¥ 4,280","4280",
"14","m49413478717","レディース","小物","折り財布","¥ 11,500","11500",
"14","m66772804945","エンタメ・ホビー","CD","邦楽","¥ 4,000","4000",
"14","m36609181977","メンズ","靴","ドレス/ビジネス","¥ 55,000","55000",
"14","m96972548342","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 900","900",
"14","m24377624739","レディース","靴","モカシン","¥ 8,000","8000",
"14","m67614677225","メンズ","小物","サングラス/メガネ","¥ 1,000","1000",
"14","m66742170113","コスメ・香水・美容","香水","香水(女性用)","¥ 14,500","14500",
"14","m67333446172","エンタメ・ホビー","本","地図/旅行ガイド","¥ 300","300",
"14","m52916218838","メンズ","スーツ","セットアップ","¥ 8,750","8750",
"14","m26208774684","エンタメ・ホビー","コミック/アニメグッズ","クリアファイル","¥ 666","666",
"14","m68250486972","エンタメ・ホビー","本","文学/小説","¥ 320","320",
"14","m91166174598","ベビー・キッズ","ベビー家具/寝具/室内用品","イス","¥ 2,350","2350",
"14","m80664638957","レディース","トップス","ベスト/ジレ","¥ 999","999",
"14","m10793320471","その他","文房具/事務用品","ノート/メモ帳","¥ 999","999",
"14","m89039031139","自動車・オートバイ","自動車","車内アクセサリー","¥ 499","499",
"14","m35951144554","レディース","トップス","チュニック","¥ 666","666",
"14","m37879661464","エンタメ・ホビー","CD","邦楽","¥ 300","300",
"14","m32559255562","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","¥ 2,000","2000",
"14","m44728835799","レディース","スカート","ミニスカート","¥ 600","600",
"14","m54377865703","レディース","靴","ハイヒール/パンプス","¥ 4,300","4300",
